filename,ground_truth,Ourmodel,Original_ID
0520112024_0057_chunk_056,छोटी सी,छोटी सी,1131
0520112024_0057_chunk_057,टेप काट कर,पेप काट कर,1132
0520112024_0057_chunk_059,बनाए पसंद आए होंगे और आप जब भी बाजार में जाएं ये फिरकनी जरूर घुमाते हुए जाए धन्यवाद,पसंद आए होंगे और आप जब भी बाजार में जाएं ये फिर्कनी जरूर घुमाते हुए जाए धन्यवाद,1133
0520112024_0059_chunk_001,हाय मैं हूँ सरिता आज की शुरुआत एक गेम से करते हैं मेरे पास दो सीरिंज हैं एक पचास एमएल की और,हाई मैम सरीता आज की शुरुआत एक गेम से करते हैं मेरे पास दो सिरिंज है एक पचास एमएल की,1134
0520112024_0059_chunk_002,एक दो एमएल की इन दोनों को हमने प्लास्टिक के पाइप से कनेक्ट किया हुआ है और फिर पानी से भर,दो एमएल की इन दोनों को हमने प्लास्टिक के पाइप से कनेक्ट किया हुआ है और फिर पानी से बभरै,1135
0520112024_0059_chunk_003,दिया पानी भरते समय ये ध्यान रखें कि एयरबबल्स न आए और पानी अच्छे से दिख सकें इसके लि हमने,पानी भरते समय यह ध्यान रखें कि एयर बॉबस न आए और पानी अच्छे से दिख सके इसके लिए हमें,1136
0520112024_0059_chunk_004,यहाँ कलर पानी का यूज किया है,यहां पे कलर पानी का यूज किया,1137
0520112024_0059_chunk_005,तो चलिए खेल चालू करते है इसके लिए हमारी वॉलंटियर मेघना को बुलाते,तो चलिए खेल चालू करते हैं इसके लिए हमारे वॉलेंटियर मेगना को बुलाते ैं,1138
0520112024_0059_chunk_006,ये छोटी वाली सीरिंज मेघना के पास है,ये छोटी वाली सीरिंज मेगना के पास है,1139
0520112024_0059_chunk_007,और बडी वाली सीरिंज मेरे पास है,और बड़ी वाली सीरीज मेरे पास है,1140
0520112024_0059_chunk_008,हम दोनों अपनी अपनी सीरीज को दबाएंगे और जो दबा देगा वो जीत जाएगा आपको क्या लगता है कॉन जीतेगा,हम दोनों अपने अपनी सीरीज को दबाएंगे और जो दबा देगा वो जीत जाएगा आपकों के लकपकॉंन जीतेगा,1141
0520112024_0059_chunk_009,हमने देखा कि मेघना ने बड़े आराम से सिर्फ अंगूठे का फोर्स लगाकर ही मुझे हरा दिया और मैं अपना,हमने देखा कि मेगना ने बड़े आराम से सिर्फ अंगूठे का फोर्स लगाकर ही मुझे हरा दियाऔर मैं अपना,1142
0520112024_0059_chunk_010,पूरा जोर लगाकर भी मेघना को नहीं हरा पाई तो साइंस ने ऐसा क्या किया कि मेरा बड़ा होना और,पूरा जोर लगा कर भी मेगना को नहीं हरा पाई तो साइंस ने ऐसा क्या किया कि मेरा बड़ा होनाऔर,1143
0520112024_0059_chunk_011,मेरे पास बड़ी सीरिंज का होना भी काम नहीं आया तो चलिए इसको समझते हैं दोनों सिरिंज और इस पाइप में प्रेशर,मेरे पास बड़ी सिरिंज का होना भी काम नहीं आया तो चलिए इसको समझते हैं दोनों सिरिंज और इस पाइट में प्रेशर,1144
0520112024_0059_chunk_012,बराबर है लेकिन छोटी सिरिंज का एरिया कम है और बड़ी सीरिंज का एरिया ज्यादा और हम जानते हैं कि,बराबर है लेकिन छोटी सी रेंज का एरिया कम है और बड़ी सी रेंज का एरिया ज्यादा है और हम जानते हैं कि,1145
0520112024_0059_chunk_013,फोर्स बराबर प्रेशर इन टू एरिया तो इधर अगर एरिया ज्यादा है तो हमें फोर्स भी ज्यादा लगाना पड़ेगा,फोर्स बराबर प्रेशर इंटू एरिया तो इधर अगर एरिया ज्यादा है तो हमें फोर्स भी ज्यादा लगाना पड़ेगा,1146
0520112024_0059_chunk_014,छोटी सीरिंज से लगाए गया थोड़ा सा फोर्स इस तरफ ज्यादा हो जाता है और यही मशीन की डेफिनेशन भी,छोटी सरीन से लगाया गया  थोड़ा सा फोर्स इस तरफ ज्यादा हो जाता है और यही मशीन की डेफिनेशन ीै,1147
0520112024_0059_chunk_017,इनपुट और आउटपुट फोर्स के रेशों को मशीन का मैकेनिकल एडवांटेज कहते हैं तो इस केस में मैकेनिकल एडवांटेज,इनपुट औट आउटपुट फोर्स के रेशियो को मशीन का मैकेनिकल एडवांटेज कहते हैं तो इस केस में मैकेनिकल एडवांटे,1148
0520112024_0059_chunk_018,कितना है हमें यहां पर दोनों सीरिंज का वॉल्यूम पता है एक पचास एमएल की है दूसरी दो एमएल की,कितनहमें यहां पर दोनों सिरींज का बोलयून पता है एक पचास एमएल की है दूसरी दो एमएल की,1149
0520112024_0059_chunk_019,तो इनके वॉल्यूम का रेशो तो पचास बटा दो यानी पच्चीस होगा,तो इनके वोल्यूड का रेशयो तो पचास बटा दो यानी पच्चीस होगा,1150
0520112024_0059_chunk_020,तो क्या मैकेनिकल एडवांटेज भी पच्चीस होगा नहीं हमने देखा था कि फोर्स एरिया पर निर्भर करता है न कि,तो क्या मैकेनिकल एडवांटेज भी पच्चीस होगा नहीं हमने देखा था कि फोर्स एरिया पर निर्भर करता है ना कि,1151
0520112024_0059_chunk_021,वॉल्यूम पर तो हम वॉल्यूम के रेशो से एरिया का रेशों निकालेंगे किसी भी ऑब्जेक्ट का साइज अगर डबल,बोल्यूम पर तो हम बोल्यूम के रेशियो से एरिया का रेशयो निकालेंगे किसी भी ऑब्जेक्ट का साइज अबे डबल,1152
0520112024_0059_chunk_022,कर दें तो उसका एरिया चार गुना हो जाता है और वॉल्यूम आठ गुना अब इस केस में हमें यह देखना,कर दें तो उसका एरिया चार गुना हो जाता है और बोललू आठ गुना अब इस केस में हमें ये देखना,1153
0520112024_0059_chunk_023,है कि वॉल्यूम को अगर पच्चीस गुना करना है तो साइज को कितना बढ़ाना पड़ेगा,कि बोलयूम को अगर पच्चीस गुणा करना है तो साइज को कितना बढ़ाना पड़ेगा,1154
0520112024_0059_chunk_024,तो वो होगा पच्चीस की पावर वन बाय थ्री जो कि टू पॉइंट नाइन आता है यानी कि लगभग तीन इस बढ़ी,तो वो होगा पच्चीस की पावर वन बाई थ्री जो कि टू पॉइंट नाइन आता है यानि कि लगभग तीन इस बड़ी,1155
0520112024_0059_chunk_025,वाली सीरिंज का साइज इस छोटी वाली से तीन गुना है अब साईस तीन गुना है तो एरिया कितना हुआ,वाली सीरिंज का साइज इस छोटी वाली से तीन गुना है अब साइज तीन गुना है तो एरिया कितना हुआ,1156
0520112024_0059_chunk_026,तीन का स्क्वेयर जो कि नाइन आता है या फिर ऐसा भी कह सकते हैं कि पच्चीस की पावर टू बाय थ्री,तीन का स्क्वायर जो कि नाइन आता है या फिर ऐसा भी कह सकते हैं कि पच्चीस की पावर टू वन थ्री,1157
0520112024_0059_chunk_027,तो हमें इधर करीब नौ गुना ज्यादा फोर्स लगाना पड़ेगा जो मेरे हाथों से तो पॉसिबल नहीं है इसके लिए हमें,तो हमें इधर करीब नौ गुना ज्यादा फोर्स लगाना पड़ेगा जो मेरे हाथों से तो पॉसिबल नहीं है इसके लिए हमें,1158
0520112024_0059_chunk_028,खली को बुलाना पड़ेगा,खली को बुलाना पड़ेगा,1159
0520112024_0059_chunk_029,इसी कॉन्सेप्ट का इस्तेमाल करके हमने ये जेसीबी भी बनाई है,इसी कॉनसेप्ट का इस्तेमाल करके हमने ये जेसी भी भी बनाई है,1160
0520112024_0059_chunk_030,इनपुट सीरिंज छोटी है और आउटपुट सीरिंज बडी है,इनपुट सिरीन छोटी है और आउटपुट सिरिंज बढ़ी है,1161
0520112024_0059_chunk_031,नॉर्मली साइंस कॉम्पिटिशन में बच्चे जो जेसीबी बनाते हैं उसमें दोनों जगह पे सेम सीरिंज का यूज कर देते,नॉर्मली साइंस कॉम्पटिशन में बच्चे जो जेसीभी बनाते हैं उसमें दोनों जगह पे सेम सिरिंज का यूज कर देते हैं,1162
0520112024_0059_chunk_032,हैं अगर इधर बड़ी सीरिंज का यूज कर रहें तो यहां पे भी बडी सीरिंज लगा देते है तो वो,अगर इधर बड़ी सरिंज का यूज करने है तो यहां पे भी बड़ी सरेंज लगा देते हैं तो वो,1163
0520112024_0059_chunk_033,मशीन नहीं होगी जिस सीरिंज से हम ऑपरेट कर रहे हैं वो सिरिंज छोटी है और जो जेसीबी में,मशीन नहीं होगी जिस सिरिन से हम ऑपरेट कर रहे हैं वो सिरिम छोटी है और जो जेसीलह,1164
0520112024_0059_chunk_034,सिरिंज लगी है वो बड़ी है तो इसको हमें पूरा मूव कराने के लिए छोटी वाली सीरिंज को बहुत बार,सिंज लगी है वो बड़ी है तो इसको हमें पूरा मू कराने के लिए छोटी वाली सिरीज को बहुत बाहै,1165
0520112024_0059_chunk_035,आगे पीछे करना पड़ेगा,आगे पीछे करना पड़ेगा,1166
0520112024_0059_chunk_037,बडी सीरिंज में तो जाए लेकिन वापस खींचे तो कहीं ओर से पानी इस सीरिंज मे आए इसके लिए हमने यहां,बड़ी सरिंज में तो जाए लेकिन वापस खींचे तो कहीं ओर से पानी इसरिंज में आ इसके लिए हमने यहां,1167
0520112024_0059_chunk_039,नहीं जा सकता हम जितनी भी हाइड्रोलिक मशीन्स देखते हैं वो भी इसी कॉन्सेप्ट पर काम करती है,नहींज सतहम जितनी भी हाइड्रोलिक मशीन देखते हैं वो भी इसी कॉनसेप्ट पे काम करती है,1168
0520112024_0060_chunk_001,एडवांस फीचर्स के साथ पेश हुई तीन सौ किलोमीटर की रेंज रफ्तार वाली टाटा नैनो की इलेक्ट्रिक कार भारतीय गाड़ी मार्केट में,एडवांस फीचस के साथ पेश हुीई तीन सौ किलोमीटर की रेज रफ्तार वाली टाटा नैनू की इलेक्ट्रिक कार भारतीय गाड़ी मार्केट मे,1169
0520112024_0060_chunk_002,टाटा मोटर्स का एक बड़ा नाम है कंपनी ने अपने लोकप्रिय टाटा नैनो को पेश करके सभी को चौंका दिया,टाटा मोटरस का एक बड़ा नाम है कंपनी ने अपने यूकप्रेय टाटा नानो को पेश करके सभी को छोका दियाै,1170
0520112024_0060_chunk_003,जो देश की सबसे सस्ती गाड़ी बताई जा रही टाटा नैनो इलेक्ट्रिक के रूप में एक नए लुक मे वापस,जो देश की सबसे सस्ती गाड़ी बताई जा रही टाटा नानो इलेक्ट्रिक के रूप में एक नए लुकमें वापस,1171
0520112024_0060_chunk_005,एडवांस फीचर्स के साथ पेश हुई तीन सौ किलोमीटर की रेंज रफ्तार वाली टाटा नैनो की इलेक्ट्रिक कार,एडवांस फेजस के साथ पेश हुी तीन सौ किलोमीटर की रेंज रफ्तार वाली टाटा नैनो की इलेक्ट्रिक,1172
0520112024_0060_chunk_006,टाटा नैनो ईवी का लॉन्च डेट और स्पेसिफिकेशन्स टाटा मोटर जयेम नियो इंडियन बाजार में आधिकारिक रूप से डाटा टाटा नैनो,टाटा नानो इफका लॉनच रेट और स्पेसिफिकेशनस टाटा मोटा साहिद इन इंडियन बाजार में आधिकारिक रूप से टाटा टाटा नै,1173
0520112024_0060_chunk_007,और इलेक्ट्रिक गाड़ी को पेश किया,उन लेक्ट्रिक गाड़ी को पेश किया,1174
0520112024_0060_chunk_009,दो हजार पच्चीस के शुरुआत में पेश होगी,दो हजार पच्चीस की शुरूआत में पेश होगी,1175
0520112024_0060_chunk_010,स्पेसिफिकेशन्स की बात करें तो अभी तक कोई आधिकारिक जानकारी सामने नहीं आई टाटा नैनो इलेक्ट्रिक गाड़ी में एक छोटी इलेक्ट्रिक,स्पेसिफिकेशनस की बात करें तो अभी तक कोई आधिकारिक जानकाडी सामने नहीं आई टाटा नानो इलेक्ट्रिक गाड़ी में एक छोटी इलेक्ट्रिक,1176
0520112024_0060_chunk_011,मोटर होगी जो लिथियम आयन बैटरी पैक द्वारा संचालित होगी कार की रेंज लगभग एक सौ पचास से दो सौ,मोटर होगी जो लिथ मायन बेटेरी पैक द्वारा संचालित होगी कार की रेंज लगभग एक बाच शून्य माइनस दो,1177
0520112024_0060_chunk_012,किलोमीटर होने की संभावना बताई जा रही,किलोमीटर होने की संभावना बताई जा रही है,1178
0520112024_0060_chunk_013,टाटा नैनो ईवी है एक किफायती उम्मीद टाटा नैनो गाड़ी को मूलरूप से भारत में सस्ती गाड़ियों के रूप में पेश,टाटा नानो भेरएक किफालती उम्मीद टाटा नेनो गाड़ी को हूररूप से भारत में सस्ती गाड़ियों के रूप में पेश,1179
0520112024_0060_chunk_014,किया जाएगा टाटा नैनो इलेक्ट्रिक भी किफायती गाड़ी बताई जा रही जिसे इलेक्ट्रिक वाहनों को आम आदमी के लिए,का जाएगा टाटा नानो इलेक्ट्रि वी की फालती गाड़ी बताई जा रही  जिससे इलेक्ट्रिक वाहनों को आम आदमी के लिए,1180
0520112024_0060_chunk_015,अधिक सुलभ बनाया जा सकेगा,धिक सुलम बनाया जा सकेगा,1181
0520112024_0060_chunk_016,टाटा नैनो ईवी का बैटरी पैक टाटा नैनो इलेक्ट्रिक गाड़ी को सफल बनाने में कुछ चुनौतियां भी ली जाएंगी,टाटा नानो इसका बेटरी पैक टाटा नेनो इलेक्ट्रिक गाड़ी को सफल बनाने में कुछ चुनौतियां भी दी जाएगी,1182
0520112024_0060_chunk_017,साथ ही यह सबसे बड़ी चुनौती जिसकी कीमत होगी बैटरी पैक की लागत को कम रखना होगा एडवांस फीचर्स,साथ ही ये सबसे बड़ी चुनौती जिसकी कीमत होगी मेटरी पैक की लागत को कम रखना होगा एडवांस फीच,1183
0520112024_0060_chunk_018,के साथ पेश हुई तीन सौ किलोमीटर की रेंज रफ्तार वाली टाटा नैनो की इलेक्ट्रिक कार टाटा मोटर्स ईवी लाइन,इसके साथ पेश हुई तीन सौ किलोमीटर की रेंज रफ्तार वाली टाटा नानो की इलेक्ट्रिक कार टाटा मोटरस एवीलाइ,1184
0520112024_0060_chunk_019,अप इस समय कंपनी भारत में तीन ईवी बेचती है तो गौरव एक्सप्रेस और नेक्सन एफ हाल ही में,इस समय कंपनी भारत में टीवी वी बीचट हैटी गॉरिफ एक्सप्रेसटी और नेक्स ऑन ैबहाल ही में,1185
0520112024_0060_chunk_020,टाटा ने टियागो एक्स की कीमतों की घोषणा की जो आठ दशमलव चार नौ लाख रुपए से शुरू होकर ग्यारह दशमलव सात नौ,टाटारेटी आगूएफ की कीमतों की घोषणा की जो आठ दशमलव चार नौ लाख रुपये से शुरूहोकर ग्यारह दशमलव सात न,1186
0520112024_0060_chunk_021,लाख रुपए तक जाती है,लाख रुपये तक जाती है,1187
0520112024_0060_chunk_022,इलेक्ट्रिक हैचबैक की डिलीवरी अगस्त दो हजार चौबीस में शुरू होगी बैटरी पावर और रेंज टाटा टियागो एफ टाटा टियागो ईवी को दो,इलेक्ट्रिक हैजमेट की डिलीवरी ऑगस्त दो हजार चौबिस में शुरू होगी बेटरी पावर र रेंज टाटा जी आगू ए टाटा टीयागू ीवी कुदू,1188
0520112024_0060_chunk_023,लिथियम आयन बैटरी पैक के साथ पेश किया जा रहा है नाइन्टीन पॉइंट टू किलोवॉट आउर और ट्वेंटीफोर किलोवॉट आउर जो क्रमशः,इसे मान बेटरी पैक के साथ पेश किया जा रहा है ननटन फंट टू किलो वॉट ाउस और टवेंटी फोर किलो वटआउज जो क्रमश,1189
0520112024_0060_chunk_024,दो सौ पचास किलोमीटर और थ्री हंड्रेड फिफ्टीन किलोमीटर्स एमआईडी सी की रेंज देने का वादा करते हैं,दो सौ पचास किलोमीटर और थ्री हंड्रेड फिफ्टीन किलोमीटर्स एमआईडी सी की रेंज देने का वादा करते हैं,1190
0520112024_0060_chunk_025,इलेक्ट्रिक हैचबैक में डाटा की जिप्ट्रॉन हाई वोल्टेज टेक्नोलॉजी है जिसमें एक पर्मानेंट मैग्नेट सिंक्रोनस इलेक्ट्रिक मोटर है,इलेक्ट्रिक हैजबेकमें टाटा की जिप्रोन हाईवोल्टिज टेक्नोलॉजी है जिसमें एक परमानेज में क न सेक्रॉनस इलेक्ट्रिक मोटर है,1191
0520112024_0060_chunk_026,यह मोटर छोटी बैटरी पैक के साथ इकसठ भाग वन हंड्रेड टेन मीटर मीटर्स और बड़ी बैटरी पैक के साथ,यह मोटेड छोटे मेटरी पैट के साथ इकसठ मवन हंड्रेड टेन मयूट मीटर्स और बड़े मेटरी पैक के साथै,1192
0520112024_0062_chunk_002,स्कूटर देशभर में तेजी से इलेक्ट्रिक स्कूटर का दबदबा बढ़ता जा रहा है क्योंकि पिछले कुछ सालों से लगातार बढ़,सकूदेशभर में तेजी से इलेक्ट्रिक स्कूटो का दब्दबा बढ़ता जा रहा है क्योंकि पिछले कुक सालों से लगातार,1193
0520112024_0062_chunk_003,रही पेट्रोल की कीमत से लोग परेशान हो चुके हैं ऐसे में लोग अपने लिए एक ऐसी बाइक या स्कूटर,रही पेट्रोल की कीमत से लोग परेशान हो चुके हैं ऐसे में लोग अपने लिए एक ऐसी बाइक है स्कू,1194
0520112024_0062_chunk_005,इसी तरह की कोई स्कूटर खरीदने का प्लान बना रहे हैं तो मार्केट में मौजूद आपके बजट में फिट बैठने,इसी तरह की कोई स्कूट खरीदने का प्लानट बना रहे हैं तो मार्केट में मौजूद आपके बजट में फिल्म बैठ,1195
0520112024_0062_chunk_006,वाली टनवाल मिनी स्पोर्ट्स सिक्स्टी थ्री इस स्कूटर को देख सकते हैं,वाली टनवाल मिनी स्पोर्ट सिक्स्टी थ्री ये स्कूटो को देख सकते हैं,1196
0520112024_0062_chunk_007,इस इलेक्ट्रिक स्कूटर को एक बर की फूल चार्ज में लगभग पैसठ किलोमीटर तक चला सकते हैं और इसकी कीमत मार्केट में,इसइलेक्ट्रिक्सकूटर को एक बार के फूल चार्ज में लगभग पैंसठ किलोमीटर तक चला सकते हैं और इसकी कीमत मार् के है,1197
0520112024_0062_chunk_008,उनचास हजार नौ सौ नब्बे रुपए एक्स शोरूम है,उनचास हजार नौ सौ नब्बे रुपये एकस शोरू में है,1198
0520112024_0062_chunk_009,लेकिन अगर आपके पास इतना ही बजट नहीं है तो आप से हर महीने की केवल एक,लेकिन अगर आपके पास इतना ही बजट नहीं है तो आप इसे हर महीने की केवल है,1199
0520112024_0062_chunk_010,एक हजार चार सौ पैंतालीस रुपए खर्च कर भी खरीद सकते हैं,हजार चार सौ पैंतालीस रुपये खर्च कर भी खरीद सकते हैं,1200
0520112024_0062_chunk_011,इस फाइनेंस प्लान के बारे में पूरी डीटेल से जानकारी नीचे दी गई है पढे,इस फाइनेंस प्लान के बारे में पूरी डिटेल से जानकारी नीचे दी गई है पड़ी,1201
0520112024_0062_chunk_012,बैटरी और बेहतर रेंज टनवाल मिनी स्पोर्ट सिक्स्टी थ्री ये स्कूटर मे कंपनी ने एक दशमलव दो पाँच किलो लिथियम,बेटरी और बेहतर रेंज टनवॉल मिनी स्पोर्ट सिक्स्टी थ्री स्कूटो में कंपनी ने एक दशमलव दो पांच किलयू ले थिया,1202
0520112024_0062_chunk_013,आयन बैटरी पैक के साथ दो सौ पचास डब्ल्यू हब बीएलडीसी मोटर से लेस किया है,पायन बिटली पैक के साथ दो सौ पचास डबयू ह बीएल डीसी मोटर से रिस्क किया है,1203
0520112024_0062_chunk_014,वहीं मायलेज की बात करें तो इस इलेक्ट्रिक स्कूटर मिलेगी बैटरी को फूल जार्ज करने में लगभग छह घंटे का समय,वहीं माइलेज की बात करें तो इसलेक्ट्रिक स्कूट मिलेगी बेटरी को फोन चार्ज करने में लगभग छह घंटे का समयै,1204
0520112024_0062_chunk_015,लग जाता है और इसे सिंगल चार्ज में आसानी से पैसठ किलोमीटर तक चला सकते हैं,जाता है और इसे सिंगल चार्ज में आसानी से पैंसठ किलोमीटर तक चला सकती हैं,1205
0520112024_0062_chunk_016,देखें बेहद खास फीचर्स वहीं अगर टनवाल मिनी स्पोर्ट सिक्स्टी थ्री इ स्कूटर की फीचर्स पर नजर डाले तो इसमें,देखिए बेहद खास फीचर्स वहीं अगर टनवॉल मेनी स्पोरट सिक्स्टी थ्रीस्कूटफी फीचर्स पर नजर डाले तो इसमें,1206
0520112024_0062_chunk_018,भी दिया गया है वहीं बेहतर ब्रेकिंग सिस्टम की लिहाज से आगे और पीछे ड्रम ब्रेक दिया गया है,दिा गया है वहीं बेहतर ब्रेकिंग सिस्टम के लिहाद से आगे और पीछे ड्राम ब्रेक दिया गया है,1207
0520112024_0062_chunk_019,कीमत और ऑफर टनवाल मिनी स्पोर्ट्स सिक्स्टी थ्री इस स्कूटर को कंपनी ने आम लोगों की बजट को देखते हुए,कीमत और ऑफा टनवाल मिनी स्पोर्ट सिकसटी थ्रीस्कूटो को कंपनी नें आम लोगों की बजट को देखते हु,1208
0520112024_0062_chunk_020,उनचास हजार नौ सौ नब्बे रुपए एक्स शोरूम के साथ लॉन्च किया है,उनचास हजार नौ सौ नब्बे रुबये एक शोरूम के साथ लॉन्च किया है,1209
0520112024_0062_chunk_021,लेकिन अगर बजट नहीं है तो इसे आप माह से,लेकिन अगर बजट नहीं है तो ऐसे आप मा,1210
0520112024_0062_chunk_022,एक हजार चार सौ पैंतालीस रुपए की मंथली ईएमआई पर खरीद सकते हैं,एक हजार चार सौ पैंतालीस रुपये की मंथली ईमाआई पर खरीद सकते हैं,1211
0520112024_0062_chunk_024,करें शेयर करें और सब्सक्राइब जरूर करें,करे शेयर करें और सब्स्क्राइब जरूर करें,1212
0520112024_0063_chunk_002,की टेस्ट पेपर में काफी दिन नहीं हैं मुश्किल से साथ से आठ दिन बचे हुए हैं तो हम एक हिंदी,इसके टेस्ट पेपर में काफ़ी दिन नहीं है मुश्किल से सात से आठ दिन बचे हुए हैं तो हम एक हिंदी,1213
0520112024_0063_chunk_006,एक बजकर तीस मिनट यानि रोज दोपहर डेढ़ बजे मिलेगी आपको तो सभी साथी इसी क्लास से आप अगर पढ़के,एक बजकर तीस मिनट यानी रोज दोपहर डेढ़ बजे मिलेगी आपको तो सभी साथ ही इसरी क्लास से आप अगर पढ़के,1214
0520112024_0063_chunk_008,क्वेश्चन पर चलते हैं जोकि स्क्रीन पर है क्वेश्चन नंबर वन जिसमें पूछा गया है निम्नलिखित में से शुद्ध शब्द,क्वेश्शन पर चलते हैं जो कि स्क्रीन पर है कवशन नंबर वन जिसमें पूछा गया है निम्नलिखित में से शुद्धस,1215
0520112024_0063_chunk_009,है साथियों यहां पर चार ऑप्शंस दिए गए हैं जिनमें से एक हमारा शुद्ध है एक हमारा अशुद्ध है बाकी,साथयों यहां पर चार ऑप्शंस दिए गए हैं जिनमें से एक हमारा शुद्ध है एक हमारा अशुद्ध है बाकी,1216
0520112024_0063_chunk_010,चार जो है वो शुद्ध है तो देखो साथीयों अगर मैं बात करू एकत्र की तो ये बिल्कुल सही,चार जो है वो शुद्ध है तो देखो साथीो अगर मैं बात करूँगा एकत्र की तो ये बिल्कुल सी है,1217
0520112024_0063_chunk_011,लिखा हआ है,लिखा हुआ है,1218
0520112024_0063_chunk_015,क्या हो जाएगा ऑप्श नंबर सी हो जाएगा मतलब जो अशुद्ध शब्द क्या है हमारा मंत्रिमंडल हो जाएगा साथीयों अगले क्वेश्चन पर,क्या हो जाएगा ऑप्शन नंबर सी हो जाएगा मतलब जो अशोद्ध शब्द क्या है हमारा मंत्रिमंडल हो जाएगा साथी ठीक ह अले,1219
0520112024_0063_chunk_016,चलते हैं साथीयों जिसमें पूछा गया है निम्नलिखित में से अशुद्ध शब्द है साथियों यहां पर क्या है चार विकल्प,साथियं जिसमें पूछा गया है निम्नलिखित में से अशुद्ध शब्द है साथय यहाँ पर क्या है चार विकल्प,1220
0520112024_0063_chunk_017,हैं जिनमें से एक अशुद्ध है बाकी तीन शुद्ध हैं तो अगर में बीण़ा की बात करूं तो बीण़ा बिल्कुल,जिनमें से एक अशुद् है बाकी तीन शब्द हैं तो अगर मैं बीणा की बात करूँ तो बीडा बिलकुल,1221
0520112024_0063_chunk_019,है साप्ताहिक सही है या गलत है तो साथियों साप्ताहिक जो है वो गलत हो जाता है वो साप्ताहिक होता,साप्ताहिक सही है यह गलत है तो साप्ो साप्ताहिक जो है वो गलत हो जाता है वो साप्ताहिक हो जा ै,1222
0520112024_0063_chunk_020,है यानि यहां पर आपकी मात्रा और होनी चाहिए थी तो इस प्रकार जो क्वेश्चन का राइट आंसर है,यानि यहां पर आग की मात्रा और होनी चाहिए थी तो इस प्रकार जो इस क्वेश्शन का राइट आंसर है वो,1223
0520112024_0063_chunk_021,क्या हो जाएगा ऑप्शन नंबर एक हो जाएगा,क्या हो जाएगा ऑप्शन नंबर ए हो जाएगा,1224
0520112024_0063_chunk_022,अगले क्वेश्चन पर चलते हैं जिसमें पूछा गया निम्नलिखित में से शुद्ध शब्द है साथियों यहां पर चार शब्द हैं,अगले क्वेश्शन पर चलते हैं जिसमें पूछा गया है निम्नलिखित में से शुद्ध शब्द है साथियों यहां पर चार शब्द है,1225
0520112024_0063_chunk_023,जिनमें से एक की जो वर्तनी है वो गलत है जो गलत हैं उसी को बताना है निम्नलिखित में से,जिनमें से एक की जो वर्तनी है वो गलत है जो गलत है उसी को बताना है निम्नलिखित में से,1226
0520112024_0063_chunk_027,गल हो जाती है और इस प्रकार हमसे अशुद्ध पूछा है तो ऑप्शन नंबर डीं ही करेक्ट आंसर हो जाता है नक्षत्र,गलत हो जाती है और इस प्रकार हम से अशुद्ध पूछा है तो ऑप्शन नंबर डी ही करेक्ट आंसर हो जता है न,1227
0520112024_0063_chunk_029,नंबर डी हो जाएगा क्वेश्चन नंबर फोर जिसमें पूछा गया निम्नलिखित में से आग का पर्यावाची नहीं है साथी तीन यहां,गाकोशन नंबर फोर जिसमें पूछा गया निम्नलिखित में से आग का पर्यावाची नहीं है साथ,1228
0520112024_0063_chunk_030,पर आग की पर्यावाची होंगे और एक यहां पर आग का पर्यावाची नहीं है तो इसका करेक्ट आंसर कौनसा रहेगा,परआग की पर्यावाची होंगे और एक यहां पर आगे का पर्यावासी नहीं है तो इसका करेक्ट ामस कौन सा रहेगा,1229
0520112024_0063_chunk_031,जल्दी से आप कमेंट करके बताएंगे और सभी साथी व क्लास पसंद आ रही है तो क्लास को अधिक से अधिक अपनी मित्रों,जल्दी से आप कमेंट करके बताएंगे और सभी साथ ही अगर क्लास पसंद आ रही तो क्लास को अधिक से अधिक अपने मित्रों,1230
0520112024_0063_chunk_032,के पास शेयर करे क्लास को और जिसने अभी तक लाइक नहीं किया लाइक करने जितने की साथी चैनल पर नए,के पास शेयर करने क्लास को और जिसने अभी तक लाइव नहीं किया लाइव करने जितने भी साथ ही चैनल पर न,1231
0520112024_0063_chunk_033,है चैनल को सबस्क्राइब कर ले ये क्लास रोज होगी जब तक आपकी यूपी पुलिस की परीक्षा खत्म नहीं हो जाती है रोज,चैनल को सबस्क्राइब कर लें ये क्लास रोज होगी जब तक आपकी यूप पुलिस की परीक्षा खत्म नहीं हो जाती है रो,1232
